BGC,SS_NoSpace,Spp,ESuit,Use,Changes
ICHmc2,ICHmc2/02,Pl,2,B2,
ICHmc2,ICHmc2/05,Act,3,D6,
ICHmc2,ICHmc2/05,At,2,D6,
ICHmc2,ICHmc2/05,Ba,3,D6,
ICHmc2,ICHmc2/05,Bl,2,D6,
ICHmc2,ICHmc2/05,Cw,1,D6,
ICHmc2,ICHmc2/05,Ep,1,D6,
ICHmc2,ICHmc2/05,Hw,2,D6,
ICHmc2,ICHmc2/05,Pl,2,D6,
ICHmc2,ICHmc2/05,Sx,1,D6,
ICHmh_MT,ICHmh_MT/101,At,2,C4,
ICHmh_MT,ICHmh_MT/101,Cw,1,C4,
ICHmh_MT,ICHmh_MT/101,Ep,2,C4,
ICHmh_MT,ICHmh_MT/101,Fd,1,C4,
ICHmh_MT,ICHmh_MT/101,Hw,3,C4,
ICHmh_MT,ICHmh_MT/101,Lw,1,C4,
ICHmh_MT,ICHmh_MT/101,Pl,2,C4,
ICHmh_MT,ICHmh_MT/101,Pw,2,C4,
ICHmh_MT,ICHmh_MT/101,Sx,2,C4,
ICHmh_MT,ICHmh_MT/103,Fd,1,B2,
ICHmh_MT,ICHmh_MT/103,Bl,3,B2,
ICHmh_MT,ICHmh_MT/103,Lw,1,B2,
ICHmh_MT,ICHmh_MT/103,Pl,1,B2,
ICHmh_MT,ICHmh_MT/103,Pw,2,B2,
ICHmh_MT,ICHmh_MT/103,Py,3,B2,
ICHmh_MT,ICHmh_MT/103,Sx,3,B2,
ICHmh_MT,ICHmh_MT/113,Act,2,D6,
ICHmh_MT,ICHmh_MT/113,Bl,3,D6,
ICHmh_MT,ICHmh_MT/113,Cw,2,D6,
ICHmh_MT,ICHmh_MT/113,Ep,2,D6,
ICHmh_MT,ICHmh_MT/113,Pw,3,D6,
ICHmh_MT,ICHmh_MT/113,Sx,1,D6,
ICHmk1,ICHmk1/01,Act,3,C4,
ICHmk1,ICHmk1/01,At,2,C4,
ICHmk1,ICHmk1/01,Bl,2,C4,
ICHmk1,ICHmk1/01,Cw,2,C4,
ICHmk1,ICHmk1/01,Ep,2,C4,
ICHmk1,ICHmk1/01,Fd,2,C4,
ICHmk1,ICHmk1/01,Lw,2,C4,
ICHmk1,ICHmk1/01,Pl,1,C4,
ICHmk1,ICHmk1/01,Py,3,C4,
ICHmk1,ICHmk1/01,Sx,2,C4,
ICHmk1,ICHmk1/03,Fd,1,B2,
ICHmk1,ICHmk1/03,At,3,B2,
ICHmk1,ICHmk1/03,Bl,3,B2,
ICHmk1,ICHmk1/03,Cw,3,B2,
ICHmk1,ICHmk1/03,Ep,3,B2,
ICHmk1,ICHmk1/03,Lw,1,B2,
ICHmk1,ICHmk1/03,Pl,1,B2,
ICHmk1,ICHmk1/03,Py,3,B2,
ICHmk1,ICHmk1/03,Sx,2,B2,
ICHmk1,ICHmk1/06,Act,3,D6,
ICHmk1,ICHmk1/06,At,2,D6,
ICHmk1,ICHmk1/06,Bl,2,D6,
ICHmk1,ICHmk1/06,Cw,2,D6,
ICHmk1,ICHmk1/06,Ep,2,D6,
ICHmk1,ICHmk1/06,Fd,2,D6,
ICHmk1,ICHmk1/06,Lw,2,D6,
ICHmk1,ICHmk1/06,Pl,2,D6,
ICHmk1,ICHmk1/06,Sx,1,D6,
ICHmk2,ICHmk2/01,Act,3,C4,
ICHmk2,ICHmk2/01,At,2,C4,
ICHmk2,ICHmk2/01,Bl,2,C4,
ICHmk2,ICHmk2/01,Cw,2,C4,
ICHmk2,ICHmk2/01,Ep,2,C4,
ICHmk2,ICHmk2/01,Fd,2,C4,
ICHmk2,ICHmk2/01,Lw,4,C4,
ICHmk2,ICHmk2/01,Pl,1,C4,
ICHmk2,ICHmk2/01,Sx,1,C4,
ICHmk2,ICHmk2/03,Fd,1,B2,
ICHmk2,ICHmk2/03,At,3,B2,
ICHmk2,ICHmk2/03,Bl,3,B2,
ICHmk2,ICHmk2/03,Cw,3,B2,
ICHmk2,ICHmk2/03,Ep,3,B2,
ICHmk2,ICHmk2/03,Lw,4,B2,
ICHmk2,ICHmk2/03,Pl,1,B2,
ICHmk2,ICHmk2/03,Sx,2,B2,
ICHmk2,ICHmk2/05,Act,3,D6,
ICHmk2,ICHmk2/05,At,2,D6,
ICHmk2,ICHmk2/05,Bl,2,D6,
ICHmk2,ICHmk2/05,Cw,2,D6,
ICHmk2,ICHmk2/05,Ep,2,D6,
ICHmk2,ICHmk2/05,Fd,2,D6,
ICHmk2,ICHmk2/05,Lw,4,D6,
ICHmk2,ICHmk2/05,Pl,1,D6,
ICHmk2,ICHmk2/05,Sx,1,D6,
ICHmk3,ICHmk3/01,Act,3,C4,
ICHmk3,ICHmk3/01,At,2,C4,
ICHmk3,ICHmk3/01,Bl,1,C4,
ICHmk3,ICHmk3/01,Cw,2,C4,
ICHmk3,ICHmk3/01,Ep,2,C4,
ICHmk3,ICHmk3/01,Fd,1,C4,
ICHmk3,ICHmk3/01,Lw,4,C4,
ICHmk3,ICHmk3/01,Pl,1,C4,
ICHmk3,ICHmk3/01,Sx,1,C4,
ICHmk3,ICHmk3/03,Fd,1,B2,
ICHmk3,ICHmk3/03,At,3,B2,
ICHmk3,ICHmk3/03,Bl,3,B2,
ICHmk3,ICHmk3/03,Cw,3,B2,
ICHmk3,ICHmk3/03,Lw,4,B2,
ICHmk3,ICHmk3/03,Pl,1,B2,
ICHmk3,ICHmk3/03,Sx,3,B2,
ICHmk3,ICHmk3/06,Act,3,D6,
ICHmk3,ICHmk3/06,At,2,D6,
ICHmk3,ICHmk3/06,Bl,1,D6,
ICHmk3,ICHmk3/06,Cw,2,D6,
ICHmk3,ICHmk3/06,Ep,2,D6,
ICHmk3,ICHmk3/06,Fd,2,D6,
ICHmk3,ICHmk3/06,Pl,2,D6,
ICHmk3,ICHmk3/06,Sx,1,D6,
ICHmk4,ICHmk4/101,Act,3,C4,
ICHmk4,ICHmk4/101,At,2,C4,
ICHmk4,ICHmk4/101,Bl,3,C4,
ICHmk4,ICHmk4/101,Cw,2,C4,
ICHmk4,ICHmk4/101,Ep,2,C4,
ICHmk4,ICHmk4/101,Fd,1,C4,
ICHmk4,ICHmk4/101,Lw,2,C4,
ICHmk4,ICHmk4/101,Pl,3,C4,
ICHmk4,ICHmk4/101,Sx,2,C4,
ICHmk4,ICHmk4/102,Fd,2,B2,
ICHmk4,ICHmk4/102,Lw,3,B2,
ICHmk4,ICHmk4/102,Pl,2,B2,
ICHmk4,ICHmk4/111,Act,2,D6,
ICHmk4,ICHmk4/111,At,2,D6,
ICHmk4,ICHmk4/111,Bl,2,D6,
ICHmk4,ICHmk4/111,Cw,1,D6,
ICHmk4,ICHmk4/111,Ep,2,D6,
ICHmk4,ICHmk4/111,Sx,1,D6,
ICHmk5,ICHmk5/101,Act,2,C4,
ICHmk5,ICHmk5/101,At,2,C4,
ICHmk5,ICHmk5/101,Bl,3,C4,
ICHmk5,ICHmk5/101,Cw,2,C4,
ICHmk5,ICHmk5/101,Ep,2,C4,
ICHmk5,ICHmk5/101,Fd,1,C4,
ICHmk5,ICHmk5/101,Lw,4,C4,
ICHmk5,ICHmk5/101,Pl,2,C4,
ICHmk5,ICHmk5/101,Sx,1,C4,
ICHmk5,ICHmk5/103,Fd,1,B2,
ICHmk5,ICHmk5/103,At,2,B2,
ICHmk5,ICHmk5/103,Ep,2,B2,
ICHmk5,ICHmk5/103,Lw,4,B2,
ICHmk5,ICHmk5/103,Pl,2,B2,
ICHmk5,ICHmk5/110,Act,2,D6,
ICHmk5,ICHmk5/110,At,2,D6,
ICHmk5,ICHmk5/110,Bl,2,D6,
ICHmk5,ICHmk5/110,Cw,1,D6,
ICHmk5,ICHmk5/110,Ep,2,D6,
ICHmk5,ICHmk5/110,Fd,2,D6,
ICHmk5,ICHmk5/110,Lw,4,D6,
ICHmk5,ICHmk5/110,Sx,1,D6,
ICHmm,ICHmm/01,At,1,C4,
ICHmm,ICHmm/01,Bl,2,C4,
ICHmm,ICHmm/01,Cw,2,C4,
ICHmm,ICHmm/01,Ep,3,C4,
ICHmm,ICHmm/01,Fd,1,C4,
ICHmm,ICHmm/01,Hw,1,C4,
ICHmm,ICHmm/01,Lw,4,C4,
ICHmm,ICHmm/01,Pl,1,C4,
ICHmm,ICHmm/01,Sx,1,C4,
ICHmm,ICHmm/03,Fd,1,B2,
ICHmm,ICHmm/03,At,3,B2,
ICHmm,ICHmm/03,Bl,2,B2,
ICHmm,ICHmm/03,Cw,2,B2,
ICHmm,ICHmm/03,Ep,3,B2,
ICHmm,ICHmm/03,Hw,1,B2,
ICHmm,ICHmm/03,Pl,1,B2,
ICHmm,ICHmm/03,Sx,2,B2,
ICHmm,ICHmm/05,Act,3,D6,
ICHmm,ICHmm/05,At,3,D6,
ICHmm,ICHmm/05,Bl,1,D6,
ICHmm,ICHmm/05,Cw,1,D6,
ICHmm,ICHmm/05,Ep,3,D6,
ICHmm,ICHmm/05,Fd,3,D6,
ICHmm,ICHmm/05,Hw,1,D6,
ICHmm,ICHmm/05,Pl,2,D6,
ICHmm,ICHmm/05,Sx,1,D6,
ICHmw_MT,ICHmw_MT/101,At,2,C4,
ICHmw_MT,ICHmw_MT/101,Bg,2,C4,
ICHmw_MT,ICHmw_MT/101,Bl,3,C4,
ICHmw_MT,ICHmw_MT/101,Cw,2,C4,
ICHmw_MT,ICHmw_MT/101,Ep,3,C4,
ICHmw_MT,ICHmw_MT/101,Fd,1,C4,
ICHmw_MT,ICHmw_MT/101,Hw,2,C4,
ICHmw_MT,ICHmw_MT/101,Lw,1,C4,
ICHmw_MT,ICHmw_MT/101,Pl,3,C4,
ICHmw_MT,ICHmw_MT/101,Pw,2,C4,
ICHmw_MT,ICHmw_MT/101,Sx,2,C4,
ICHmw_MT,ICHmw_MT/103,Fd,1,B2,
ICHmw_MT,ICHmw_MT/103,Bl,5,B2,
ICHmw_MT,ICHmw_MT/103,Cw,3,B2,
ICHmw_MT,ICHmw_MT/103,Lw,1,B2,
ICHmw_MT,ICHmw_MT/103,Pl,1,B2,
ICHmw_MT,ICHmw_MT/103,Pw,2,B2,
ICHmw_MT,ICHmw_MT/103,Py,3,B2,
ICHmw_MT,ICHmw_MT/103,Sx,5,B2,
ICHmw_MT,ICHmw_MT/113,Act,2,D6,
ICHmw_MT,ICHmw_MT/113,Bg,2,D6,
ICHmw_MT,ICHmw_MT/113,Cw,1,D6,
ICHmw_MT,ICHmw_MT/113,Pw,3,D6,
ICHmw_MT,ICHmw_MT/113,Sx,2,D6,
ICHmw1,ICHmw1/01,At,2,C4,
ICHmw1,ICHmw1/01,Bl,3,C4,
ICHmw1,ICHmw1/01,Cw,2,C4,
ICHmw1,ICHmw1/01,Ep,2,C4,
ICHmw1,ICHmw1/01,Fd,1,C4,
ICHmw1,ICHmw1/01,Hw,3,C4,
ICHmw1,ICHmw1/01,Lw,4,C4,
ICHmw1,ICHmw1/01,Pl,1,C4,
ICHmw1,ICHmw1/01,Pw,2,C4,
ICHmw1,ICHmw1/01,Sx,2,C4,
ICHmw1,ICHmw1/03,Fd,1,B2,
ICHmw1,ICHmw1/03,At,3,B2,
ICHmw1,ICHmw1/03,Bl,2,B2,
ICHmw1,ICHmw1/03,Cw,3,B2,
ICHmw1,ICHmw1/03,Ep,3,B2,
ICHmw1,ICHmw1/03,Hw,3,B2,
ICHmw1,ICHmw1/03,Lw,4,B2,
ICHmw1,ICHmw1/03,Pl,1,B2,
ICHmw1,ICHmw1/03,Pw,2,B2,
ICHmw1,ICHmw1/03,Sx,2,B2,
ICHmw1,ICHmw1/07,Act,2,D6,
ICHmw1,ICHmw1/07,At,3,D6,
ICHmw1,ICHmw1/07,Bl,2,D6,
ICHmw1,ICHmw1/07,Cw,1,D6,
ICHmw1,ICHmw1/07,Ep,2,D6,
ICHmw1,ICHmw1/07,Fd,2,D6,
ICHmw1,ICHmw1/07,Hw,1,D6,
ICHmw1,ICHmw1/07,Pl,2,D6,
ICHmw1,ICHmw1/07,Sx,1,D6,
ICHmw2,ICHmw2/101,Act,3,C4,
ICHmw2,ICHmw2/101,At,2,C4,
ICHmw2,ICHmw2/101,Bl,3,C4,
ICHmw2,ICHmw2/101,Cw,2,C4,
ICHmw2,ICHmw2/101,Ep,2,C4,
ICHmw2,ICHmw2/101,Fd,1,C4,
ICHmw2,ICHmw2/101,Hw,2,C4,
ICHmw2,ICHmw2/101,Lw,1,C4,
ICHmw2,ICHmw2/101,Pw,2,C4,
ICHmw2,ICHmw2/101,Sx,2,C4,
ICHmw2,ICHmw2/103,Fd,1,B2,
ICHmw2,ICHmw2/103,At,2,B2,
ICHmw2,ICHmw2/103,Cw,3,B2,
ICHmw2,ICHmw2/103,Ep,2,B2,
ICHmw2,ICHmw2/103,Lw,1,B2,
ICHmw2,ICHmw2/103,Pl,3,B2,
ICHmw2,ICHmw2/103,Pw,3,B2,
ICHmw2,ICHmw2/103,Py,3,B2,
ICHmw2,ICHmw2/111,Act,2,D6,
ICHmw2,ICHmw2/111,At,3,D6,
ICHmw2,ICHmw2/111,Bl,2,D6,
ICHmw2,ICHmw2/111,Cw,2,D6,
ICHmw2,ICHmw2/111,Ep,2,D6,
ICHmw2,ICHmw2/111,Fd,3,D6,
ICHmw2,ICHmw2/111,Hw,3,D6,
ICHmw2,ICHmw2/111,Lw,3,D6,
ICHmw2,ICHmw2/111,Pw,2,D6,
ICHmw2,ICHmw2/111,Sx,1,D6,
ICHmw3,ICHmw3/01,Act,3,C4,
ICHmw3,ICHmw3/01,At,2,C4,
ICHmw3,ICHmw3/01,Bl,3,C4,
ICHmw3,ICHmw3/01,Cw,2,C4,
ICHmw3,ICHmw3/01,Ep,2,C4,
ICHmw3,ICHmw3/01,Fd,1,C4,
ICHmw3,ICHmw3/01,Hw,2,C4,
ICHmw3,ICHmw3/01,Lw,4,C4,
ICHmw3,ICHmw3/01,Pl,2,C4,
ICHmw3,ICHmw3/01,Pw,3,C4,
ICHmw3,ICHmw3/01,Sx,2,C4,
ICHmw3,ICHmw3/03,Fd,1,B2,
ICHmw3,ICHmw3/03,At,2,B2,
ICHmw3,ICHmw3/03,Bl,3,B2,
ICHmw3,ICHmw3/03,Cw,3,B2,
ICHmw3,ICHmw3/03,Ep,2,B2,
ICHmw3,ICHmw3/03,Hw,3,B2,
ICHmw3,ICHmw3/03,Lw,4,B2,
ICHmw3,ICHmw3/03,Pl,2,B2,
ICHmw3,ICHmw3/03,Pw,3,B2,
ICHmw3,ICHmw3/03,Py,4,B2,
ICHmw3,ICHmw3/03,Sx,3,B2,
ICHmw3,ICHmw3/07,Act,2,D6,
ICHmw3,ICHmw3/07,At,2,D6,
ICHmw3,ICHmw3/07,Bl,3,D6,
ICHmw3,ICHmw3/07,Cw,1,D6,
ICHmw3,ICHmw3/07,Ep,2,D6,
ICHmw3,ICHmw3/07,Fd,2,D6,
ICHmw3,ICHmw3/07,Hw,2,D6,
ICHmw3,ICHmw3/07,Lw,4,D6,
ICHmw3,ICHmw3/07,Pl,2,D6,
ICHmw3,ICHmw3/07,Pw,3,D6,
ICHmw3,ICHmw3/07,Sx,1,D6,
ICHmw4,ICHmw4/101,Act,3,C4,
ICHmw4,ICHmw4/101,At,2,C4,
ICHmw4,ICHmw4/101,Bg,3,C4,
ICHmw4,ICHmw4/101,Bl,3,C4,
ICHmw4,ICHmw4/101,Cw,1,C4,
ICHmw4,ICHmw4/101,Ep,2,C4,
ICHmw4,ICHmw4/101,Fd,1,C4,
ICHmw4,ICHmw4/101,Hw,2,C4,
ICHmw4,ICHmw4/101,Lw,1,C4,
ICHmw4,ICHmw4/101,Pl,2,C4,
ICHmw4,ICHmw4/101,Pw,2,C4,
ICHmw4,ICHmw4/101,Sx,2,C4,
ICHmw4,ICHmw4/103,Fd,1,B2,
ICHmw4,ICHmw4/103,At,2,B2,
ICHmw4,ICHmw4/103,Bl,3,B2,
ICHmw4,ICHmw4/103,Cw,3,B2,
ICHmw4,ICHmw4/103,Ep,2,B2,
ICHmw4,ICHmw4/103,Lw,1,B2,
ICHmw4,ICHmw4/103,Pl,3,B2,
ICHmw4,ICHmw4/103,Pw,3,B2,
ICHmw4,ICHmw4/103,Py,3,B2,
ICHmw4,ICHmw4/112,Act,2,D6,
ICHmw4,ICHmw4/112,At,3,D6,
ICHmw4,ICHmw4/112,Bl,2,D6,
ICHmw4,ICHmw4/112,Cw,1,D6,
ICHmw4,ICHmw4/112,Ep,3,D6,
ICHmw4,ICHmw4/112,Fd,3,D6,
ICHmw4,ICHmw4/112,Hw,3,D6,
ICHmw4,ICHmw4/112,Lw,3,D6,
ICHmw4,ICHmw4/112,Pw,3,D6,
ICHmw4,ICHmw4/112,Sx,1,D6,
ICHmw5,ICHmw5/101,Act,3,C4,
ICHmw5,ICHmw5/101,At,2,C4,
ICHmw5,ICHmw5/101,Bg,4,C4,
ICHmw5,ICHmw5/101,Bl,3,C4,
ICHmw5,ICHmw5/101,Cw,2,C4,
ICHmw5,ICHmw5/101,Ep,2,C4,
ICHmw5,ICHmw5/101,Fd,1,C4,
ICHmw5,ICHmw5/101,Hw,3,C4,
ICHmw5,ICHmw5/101,Lw,1,C4,
ICHmw5,ICHmw5/101,Pl,2,C4,
ICHmw5,ICHmw5/101,Pw,2,C4,
ICHmw5,ICHmw5/101,Sx,2,C4,
ICHmw5,ICHmw5/103,Fd,1,B2,
ICHmw5,ICHmw5/103,At,2,B2,
ICHmw5,ICHmw5/103,Ep,2,B2,
ICHmw5,ICHmw5/103,Lw,1,B2,
ICHmw5,ICHmw5/103,Pl,2,B2,
ICHmw5,ICHmw5/103,Pw,3,B2,
ICHmw5,ICHmw5/103,Py,3,B2,
ICHmw5,ICHmw5/111,Act,2,D6,
ICHmw5,ICHmw5/111,At,3,D6,
ICHmw5,ICHmw5/111,Bl,2,D6,
ICHmw5,ICHmw5/111,Cw,1,D6,
ICHmw5,ICHmw5/111,Ep,2,D6,
ICHmw5,ICHmw5/111,Fd,2,D6,
ICHmw5,ICHmw5/111,Hw,3,D6,
ICHmw5,ICHmw5/111,Lw,2,D6,
ICHmw5,ICHmw5/111,Pw,3,D6,
ICHmw5,ICHmw5/111,Sx,1,D6,
ICHvc,ICHvc/01,Act,3,C4,
ICHvc,ICHvc/01,At,3,C4,
ICHvc,ICHvc/01,Bl,1,C4,
ICHvc,ICHvc/01,Ep,3,C4,
ICHvc,ICHvc/01,Hm,3,C4,
ICHvc,ICHvc/01,Hw,2,C4,
ICHvc,ICHvc/01,Sx,2,C4,
ICHvc,ICHvc/02,At,3,B2,
ICHvc,ICHvc/02,Bl,1,B2,
ICHvc,ICHvc/02,Ep,3,B2,
ICHvc,ICHvc/02,Hm,3,B2,
ICHvc,ICHvc/02,Hw,1,B2,
ICHvc,ICHvc/02,Pl,3,B2,
ICHvc,ICHvc/02,Sx,2,B2,
ICHvc,ICHvc/04,Act,3,D6,
ICHvc,ICHvc/04,At,3,D6,
ICHvc,ICHvc/04,Bl,1,D6,
ICHvc,ICHvc/04,Ep,3,D6,
ICHvc,ICHvc/04,Sx,2,D6,
ICHvk_ID,ICHvk_ID/101,Bg,1,C4,
ICHvk_ID,ICHvk_ID/101,Bl,2,C4,
ICHvk_ID,ICHvk_ID/101,Cw,2,C4,
ICHvk_ID,ICHvk_ID/101,Ep,3,C4,
ICHvk_ID,ICHvk_ID/101,Fd,1,C4,
ICHvk_ID,ICHvk_ID/101,Hm,2,C4,
ICHvk_ID,ICHvk_ID/101,Hw,2,C4,
ICHvk_ID,ICHvk_ID/101,Lw,1,C4,
ICHvk_ID,ICHvk_ID/101,Pl,2,C4,
ICHvk_ID,ICHvk_ID/101,Pw,2,C4,
ICHvk_ID,ICHvk_ID/101,Sx,2,C4,
ICHvk_ID,ICHvk_ID/103,Bg,2,B2,
ICHvk_ID,ICHvk_ID/103,Ep,3,B2,
ICHvk_ID,ICHvk_ID/103,Lw,2,B2,
ICHvk_ID,ICHvk_ID/103,Pl,3,B2,
ICHvk_ID,ICHvk_ID/103,Pw,3,B2,
ICHvk_ID,ICHvk_ID/103,Fd,1,B2,
ICHvk_ID,ICHvk_ID/113,Act,2,D6,
ICHvk_ID,ICHvk_ID/113,Bg,2,D6,
ICHvk_ID,ICHvk_ID/113,Bl,3,D6,
ICHvk_ID,ICHvk_ID/113,Cw,1,D6,
ICHvk_ID,ICHvk_ID/113,Hm,2,D6,
ICHvk_ID,ICHvk_ID/113,Hw,2,D6,
ICHvk_ID,ICHvk_ID/113,Sx,1,D6,
ICHvk1,ICHvk1/01,Act,3,C4,
ICHvk1,ICHvk1/01,At,3,C4,
ICHvk1,ICHvk1/01,Bl,2,C4,
ICHvk1,ICHvk1/01,Cw,2,C4,
ICHvk1,ICHvk1/01,Ep,3,C4,
ICHvk1,ICHvk1/01,Fd,3,C4,
ICHvk1,ICHvk1/01,Hw,1,C4,
ICHvk1,ICHvk1/01,Pw,3,C4,
ICHvk1,ICHvk1/01,Sx,1,C4,
ICHvk1,ICHvk1/03,Act,3,B2,
ICHvk1,ICHvk1/03,At,3,B2,
ICHvk1,ICHvk1/03,Bl,2,B2,
ICHvk1,ICHvk1/03,Cw,1,B2,
ICHvk1,ICHvk1/03,Ep,3,B2,
ICHvk1,ICHvk1/03,Hw,1,B2,
ICHvk1,ICHvk1/03,Lw,4,B2,
ICHvk1,ICHvk1/03,Pl,4,B2,
ICHvk1,ICHvk1/03,Pw,3,B2,
ICHvk1,ICHvk1/03,Sx,2,B2,
ICHvk1,ICHvk1/03,Fd,3,B2,
ICHvk1,ICHvk1/05,Act,2,D6,
ICHvk1,ICHvk1/05,At,3,D6,
ICHvk1,ICHvk1/05,Bl,2,D6,
ICHvk1,ICHvk1/05,Cw,1,D6,
ICHvk1,ICHvk1/05,Ep,3,D6,
ICHvk1,ICHvk1/05,Hw,2,D6,
ICHvk1,ICHvk1/05,Pw,3,D6,
ICHvk1,ICHvk1/05,Sx,1,D6,
ICHvk2,ICHvk2/01,Act,3,C4,
ICHvk2,ICHvk2/01,At,3,C4,
ICHvk2,ICHvk2/01,Bl,2,C4,
ICHvk2,ICHvk2/01,Cw,2,C4,
ICHvk2,ICHvk2/01,Ep,3,C4,
ICHvk2,ICHvk2/01,Fd,3,C4,
ICHvk2,ICHvk2/01,Hw,1,C4,
ICHvk2,ICHvk2/01,Lw,4,C4,
ICHvk2,ICHvk2/01,Pl,2,C4,
ICHvk2,ICHvk2/01,Pw,4,C4,
ICHvk2,ICHvk2/01,Sx,1,C4,
ICHvk2,ICHvk2/03,At,3,B2,
ICHvk2,ICHvk2/03,Bl,2,B2,
ICHvk2,ICHvk2/03,Cw,3,B2,
ICHvk2,ICHvk2/03,Ep,3,B2,
ICHvk2,ICHvk2/03,Hw,2,B2,
ICHvk2,ICHvk2/03,Lw,4,B2,
ICHvk2,ICHvk2/03,Pl,2,B2,
ICHvk2,ICHvk2/03,Sx,3,B2,
ICHvk2,ICHvk2/03,Fd,2,B2,
ICHvk2,ICHvk2/05,Act,1,D6,
ICHvk2,ICHvk2/05,Bl,2,D6,
ICHvk2,ICHvk2/05,Cw,2,D6,
ICHvk2,ICHvk2/05,Ep,3,D6,
ICHvk2,ICHvk2/05,Hw,3,D6,
ICHvk2,ICHvk2/05,Pl,2,D6,
ICHvk2,ICHvk2/05,Sx,2,D6,
ICHwc,ICHwc/01,Act,3,C4,
ICHwc,ICHwc/01,At,2,C4,
ICHwc,ICHwc/01,Bl,1,C4,
ICHwc,ICHwc/01,Ep,2,C4,
ICHwc,ICHwc/01,Hw,1,C4,
ICHwc,ICHwc/01,Pl,2,C4,
ICHwc,ICHwc/01,Sx,1,C4,
ICHwc,ICHwc/02,At,3,B2,
ICHwc,ICHwc/02,Bl,3,B2,
ICHwc,ICHwc/02,Hw,3,B2,
ICHwc,ICHwc/02,Pl,2,B2,
ICHwc,ICHwc/08,Act,3,D6,
ICHwc,ICHwc/08,At,3,D6,
ICHwc,ICHwc/08,Bl,1,D6,
ICHwc,ICHwc/08,Ep,3,D6,
ICHwc,ICHwc/08,Hw,3,D6,
ICHwc,ICHwc/08,Sx,1,D6,
ICHwk1,ICHwk1/01,Act,3,C4,
ICHwk1,ICHwk1/01,At,2,C4,
ICHwk1,ICHwk1/01,Bl,2,C4,
ICHwk1,ICHwk1/01,Cw,1,C4,
ICHwk1,ICHwk1/01,Ep,2,C4,
ICHwk1,ICHwk1/01,Fd,2,C4,
ICHwk1,ICHwk1/01,Hw,1,C4,
ICHwk1,ICHwk1/01,Lw,4,C4,
ICHwk1,ICHwk1/01,Pl,4,C4,
ICHwk1,ICHwk1/01,Pw,3,C4,
ICHwk1,ICHwk1/01,Sx,1,C4,
ICHwk1,ICHwk1/02,Bl,3,B2,
ICHwk1,ICHwk1/02,Cw,3,B2,
ICHwk1,ICHwk1/02,Hw,3,B2,
ICHwk1,ICHwk1/02,Pl,1,B2,
ICHwk1,ICHwk1/02,Pw,3,B2,
ICHwk1,ICHwk1/02,Sx,3,B2,
ICHwk1,ICHwk1/02,Fd,1,B2,
ICHwk1,ICHwk1/06,Act,2,D6,
ICHwk1,ICHwk1/06,At,3,D6,
ICHwk1,ICHwk1/06,Bl,2,D6,
ICHwk1,ICHwk1/06,Cw,1,D6,
ICHwk1,ICHwk1/06,Ep,3,D6,
ICHwk1,ICHwk1/06,Hw,2,D6,
ICHwk1,ICHwk1/06,Pl,3,D6,
ICHwk1,ICHwk1/06,Pw,3,D6,
ICHwk1,ICHwk1/06,Sx,1,D6,
ICHwk2,ICHwk2/01,Act,3,C4,
ICHwk2,ICHwk2/01,At,2,C4,
ICHwk2,ICHwk2/01,Bl,2,C4,
ICHwk2,ICHwk2/01,Cw,2,C4,
ICHwk2,ICHwk2/01,Ep,2,C4,
ICHwk2,ICHwk2/01,Fd,2,C4,
ICHwk2,ICHwk2/01,Hw,1,C4,
ICHwk2,ICHwk2/01,Lw,4,C4,
ICHwk2,ICHwk2/01,Pl,1,C4,
ICHwk2,ICHwk2/01,Sx,1,C4,
ICHwk2,ICHwk2/02,At,3,B2,
ICHwk2,ICHwk2/02,Bl,3,B2,
ICHwk2,ICHwk2/02,Cw,3,B2,
ICHwk2,ICHwk2/02,Hw,3,B2,
ICHwk2,ICHwk2/02,Pl,2,B2,
ICHwk2,ICHwk2/02,Fd,2,B2,
ICHwk2,ICHwk2/08,Act,2,D6,
ICHwk2,ICHwk2/08,Bl,2,D6,
ICHwk2,ICHwk2/08,Cw,2,D6,
ICHwk2,ICHwk2/08,Hw,3,D6,
ICHwk2,ICHwk2/08,Sx,1,D6,
ICHwk3,ICHwk3/01,Act,3,C4,
ICHwk3,ICHwk3/01,At,2,C4,
ICHwk3,ICHwk3/01,Bl,2,C4,
ICHwk3,ICHwk3/01,Cw,1,C4,
ICHwk3,ICHwk3/01,Ep,2,C4,
ICHwk3,ICHwk3/01,Fd,2,C4,
ICHwk3,ICHwk3/01,Hw,1,C4,
ICHwk3,ICHwk3/01,Lw,4,C4,
ICHwk3,ICHwk3/01,Pl,2,C4,
ICHwk3,ICHwk3/01,Sx,1,C4,
ICHwk3,ICHwk3/03,At,3,B2,
ICHwk3,ICHwk3/03,Bl,3,B2,
ICHwk3,ICHwk3/03,Cw,3,B2,
ICHwk3,ICHwk3/03,Ep,3,B2,
ICHwk3,ICHwk3/03,Hw,2,B2,
ICHwk3,ICHwk3/03,Pl,2,B2,
ICHwk3,ICHwk3/03,Sx,3,B2,
ICHwk3,ICHwk3/03,Fd,1,B2,
ICHwk3,ICHwk3/06,Act,2,D6,
ICHwk3,ICHwk3/06,At,2,D6,
ICHwk3,ICHwk3/06,Bl,2,D6,
ICHwk3,ICHwk3/06,Cw,1,D6,
ICHwk3,ICHwk3/06,Ep,2,D6,
ICHwk3,ICHwk3/06,Hw,3,D6,
