BGC,SS_NoSpace,Spp,ESuit,Use,Changes
CWHvm1,CWHvm1/01,Ba,1,C4,
CWHvm1,CWHvm1/01,Cw,1,C4,
CWHvm1,CWHvm1/01,Dr,2,C4,
CWHvm1,CWHvm1/01,Fd,2,C4,
CWHvm1,CWHvm1/01,Hw,1,C4,
CWHvm1,CWHvm1/01,Mb,5,C4,3 to 5
CWHvm1,CWHvm1/01,Ss,3,C4,
CWHvm1,CWHvm1/01,Pl,3,C4,
CWHvm1,CWHvm1/03,Fd,2,B2,
CWHvm1,CWHvm1/03,Act,3,B2,
CWHvm1,CWHvm1/03,Cw,2,B2,
CWHvm1,CWHvm1/03,Dr,3,B2,
CWHvm1,CWHvm1/03,Hw,1,B2,
CWHvm1,CWHvm1/03,Mb,5,B2,3 to 5
CWHvm1,CWHvm1/03,Pl,2,B2,
CWHvm1,CWHvm1/08,Act,2,D6,
CWHvm1,CWHvm1/08,Ba,1,D6,
CWHvm1,CWHvm1/08,Cw,1,D6,
CWHvm1,CWHvm1/08,Dr,2,D6,
CWHvm1,CWHvm1/08,Hw,2,D6,
CWHvm1,CWHvm1/08,Ss,2,D6,
CWHvm2,CWHvm2/01,Ba,1,C4,
CWHvm2,CWHvm2/01,Cw,2,C4,
CWHvm2,CWHvm2/01,Fd,4,C4,
CWHvm2,CWHvm2/01,Hm,2,C4,
CWHvm2,CWHvm2/01,Hw,1,C4,
CWHvm2,CWHvm2/01,Ss,2,C4,
CWHvm2,CWHvm2/01,Yc,2,C4,
CWHvm2,CWHvm2/03,Fd,3,B2,
CWHvm2,CWHvm2/03,Cw,2,B2,
CWHvm2,CWHvm2/03,Hm,2,B2,
CWHvm2,CWHvm2/03,Hw,1,B2,
CWHvm2,CWHvm2/03,Pl,3,B2,
CWHvm2,CWHvm2/03,Pw,5,B2,
CWHvm2,CWHvm2/03,Yc,2,B2,
CWHvm2,CWHvm2/08,Ba,1,D6,
CWHvm2,CWHvm2/08,Cw,2,D6,
CWHvm2,CWHvm2/08,Hm,3,D6,
CWHvm2,CWHvm2/08,Hw,2,D6,
CWHvm2,CWHvm2/08,Ss,2,D6,
CWHvm2,CWHvm2/08,Yc,2,D6,
CWHwh_WA,CWHwh_WA/101,Cw,1,C4,
CWHwh_WA,CWHwh_WA/101,Dr,2,C4,
CWHwh_WA,CWHwh_WA/101,Fd,1,C4,
CWHwh_WA,CWHwh_WA/101,Hw,1,C4,
CWHwh_WA,CWHwh_WA/101,Mb,3,C4,
CWHwh_WA,CWHwh_WA/101,Ss,2,C4,
CWHwh_WA,CWHwh_WA/103,Fd,1,B2,
CWHwh_WA,CWHwh_WA/103,Cw,1,B2,
CWHwh_WA,CWHwh_WA/103,Dr,3,B2,
CWHwh_WA,CWHwh_WA/103,Hw,1,B2,
CWHwh_WA,CWHwh_WA/103,Ss,2,B2,
CWHwh_WA,CWHwh_WA/113,Cw,2,D6,
CWHwh_WA,CWHwh_WA/113,Dr,2,D6,
CWHwh_WA,CWHwh_WA/113,Fd,2,D6,
CWHwh_WA,CWHwh_WA/113,Hw,1,D6,
CWHwh_WA,CWHwh_WA/113,Mb,3,D6,
CWHwh_WA,CWHwh_WA/113,Ss,1,D6,
CWHwh1,CWHwh1/101,Cw,1,C4,
CWHwh1,CWHwh1/101,Dr,2,C4,
CWHwh1,CWHwh1/101,Hw,1,C4,
CWHwh1,CWHwh1/101,Ss,1,C4,
CWHwh1,CWHwh1/102,Cw,2,B2,
CWHwh1,CWHwh1/102,Dr,3,B2,
CWHwh1,CWHwh1/102,Hw,1,B2,
CWHwh1,CWHwh1/102,Pl,3,B2,
CWHwh1,CWHwh1/102,Ss,2,B2,
CWHwh1,CWHwh1/116,Cw,1,D6,
CWHwh1,CWHwh1/116,Dr,2,D6,
CWHwh1,CWHwh1/116,Hw,2,D6,
CWHwh1,CWHwh1/116,Ss,1,D6,
CWHwh2,CWHwh2/101,Cw,2,B2,
CWHwh2,CWHwh2/101,Hm,3,B2,
CWHwh2,CWHwh2/101,Hw,1,B2,
CWHwh2,CWHwh2/101,Ss,2,B2,
CWHwh2,CWHwh2/101,Yc,1,B2,
CWHwh2,CWHwh2/101,Cw,2,C4,
CWHwh2,CWHwh2/101,Hm,3,C4,
CWHwh2,CWHwh2/101,Hw,1,C4,
CWHwh2,CWHwh2/101,Ss,2,C4,
CWHwh2,CWHwh2/101,Yc,1,C4,
CWHwh2,CWHwh2/112,Cw,2,D6,
CWHwh2,CWHwh2/112,Hm,3,D6,
CWHwh2,CWHwh2/112,Hw,2,D6,
CWHwh2,CWHwh2/112,Ss,2,D6,
CWHwh2,CWHwh2/112,Yc,1,D6,
CWHwm,CWHwm/01,Ba,3,C4,
CWHwm,CWHwm/01,Cw,4,C4,
CWHwm,CWHwm/01,Dr,2,C4,
CWHwm,CWHwm/01,Hm,3,C4,
CWHwm,CWHwm/01,Hw,1,C4,
CWHwm,CWHwm/01,Ss,1,C4,
CWHwm,CWHwm/01,Yc,3,C4,
CWHwm,CWHwm/02,Cw,4,B2,
CWHwm,CWHwm/02,Dr,3,B2,
CWHwm,CWHwm/02,Hm,3,B2,
CWHwm,CWHwm/02,Hw,1,B2,
CWHwm,CWHwm/02,Pl,1,B2,
CWHwm,CWHwm/02,Ss,3,B2,
CWHwm,CWHwm/04,Act,2,D6,
CWHwm,CWHwm/04,Ba,3,D6,
CWHwm,CWHwm/04,Cw,4,D6,
CWHwm,CWHwm/04,Dr,2,D6,
CWHwm,CWHwm/04,Hw,2,D6,
CWHwm,CWHwm/04,Ss,1,D6,
CWHwm,CWHwm/04,Yc,3,D6,
CWHws1,CWHws1/01,Ba,1,C4,
CWHws1,CWHws1/01,Cw,2,C4,
CWHws1,CWHws1/01,Dr,2,C4,
CWHws1,CWHws1/01,Hw,1,C4,
CWHws1,CWHws1/01,Pl,2,C4,
CWHws1,CWHws1/01,Ss,2,C4,
CWHws1,CWHws1/01,Sx,5,C4,
CWHws1,CWHws1/03,Ba,3,B2,
CWHws1,CWHws1/03,Cw,2,B2,
CWHws1,CWHws1/03,Hw,1,B2,
CWHws1,CWHws1/03,Pl,1,B2,
CWHws1,CWHws1/06,Act,2,D6,
CWHws1,CWHws1/06,Ba,1,D6,
CWHws1,CWHws1/06,Cw,1,D6,
CWHws1,CWHws1/06,Dr,2,D6,
CWHws1,CWHws1/06,Hw,2,D6,
CWHws1,CWHws1/06,Ss,2,D6,
CWHws1,CWHws1/06,Sx,5,D6,
CWHws2,CWHws2/01,Act,3,C4,
CWHws2,CWHws2/01,Ba,1,C4,
CWHws2,CWHws2/01,Bl,2,C4,
CWHws2,CWHws2/01,Cw,2,C4,
CWHws2,CWHws2/01,Dr,2,C4,
CWHws2,CWHws2/01,Ep,3,C4,
CWHws2,CWHws2/01,Hm,3,C4,
CWHws2,CWHws2/01,Hw,1,C4,
CWHws2,CWHws2/01,Pl,2,C4,
CWHws2,CWHws2/01,Ss,2,C4,
CWHws2,CWHws2/01,Sx,5,C4,
CWHws2,CWHws2/03,Fd,2,B2,
CWHws2,CWHws2/03,Act,3,B2,
CWHws2,CWHws2/03,Ba,3,B2,
CWHws2,CWHws2/03,Cw,2,B2,
CWHws2,CWHws2/03,Dr,2,B2,
CWHws2,CWHws2/03,Ep,3,B2,
CWHws2,CWHws2/03,Hm,3,B2,
CWHws2,CWHws2/03,Hw,1,B2,
CWHws2,CWHws2/03,Pl,1,B2,
CWHws2,CWHws2/06,Act,2,D6,
CWHws2,CWHws2/06,Ba,1,D6,
CWHws2,CWHws2/06,Bl,2,D6,
CWHws2,CWHws2/06,Cw,2,D6,
CWHws2,CWHws2/06,Dr,2,D6,
CWHws2,CWHws2/06,Ep,3,D6,
CWHws2,CWHws2/06,Hw,2,D6,
CWHws2,CWHws2/06,Ss,2,D6,
CWHws2,CWHws2/06,Sx,5,D6,
CWHxm_OR,CWHxm_OR/101,Bg,3,C4,
CWHxm_OR,CWHxm_OR/101,Cw,2,C4,
CWHxm_OR,CWHxm_OR/101,Dr,3,C4,
CWHxm_OR,CWHxm_OR/101,Fd,1,C4,
CWHxm_OR,CWHxm_OR/101,Hw,1,C4,
CWHxm_OR,CWHxm_OR/101,Mb,2,C4,
CWHxm_OR,CWHxm_OR/101,Oa,2,C4,
CWHxm_OR,CWHxm_OR/101,Oy,3,C4,
CWHxm_OR,CWHxm_OR/101,Ra,3,C4,
CWHxm_OR,CWHxm_OR/103,Fd,1,B2,
CWHxm_OR,CWHxm_OR/103,Cw,3,B2,
CWHxm_OR,CWHxm_OR/103,Hw,2,B2,
CWHxm_OR,CWHxm_OR/103,Oy,3,B2,
CWHxm_OR,CWHxm_OR/103,Qg,3,B2,
CWHxm_OR,CWHxm_OR/103,Ra,3,B2,
CWHxm_OR,CWHxm_OR/113,Act,2,D6,
CWHxm_OR,CWHxm_OR/113,Bg,2,D6,
CWHxm_OR,CWHxm_OR/113,Cw,1,D6,
CWHxm_OR,CWHxm_OR/113,Dr,2,D6,
CWHxm_OR,CWHxm_OR/113,Fd,1,D6,3 to 1
CWHxm_OR,CWHxm_OR/113,Hw,2,D6,
CWHxm_OR,CWHxm_OR/113,Mb,2,D6,
CWHxm_OR,CWHxm_OR/113,Og,2,D6,
CWHxm_WA,CWHxm_WA/101,Bg,3,C4,5 to 3
CWHxm_WA,CWHxm_WA/101,Cw,2,C4,
CWHxm_WA,CWHxm_WA/101,Dr,2,C4,
CWHxm_WA,CWHxm_WA/101,Fd,1,C4,
CWHxm_WA,CWHxm_WA/101,Hw,2,C4,
CWHxm_WA,CWHxm_WA/101,Mb,2,C4,
CWHxm_WA,CWHxm_WA/101,Pl,3,C4,
CWHxm_WA,CWHxm_WA/103,Fd,1,B2,
CWHxm_WA,CWHxm_WA/103,Cw,3,B2,
CWHxm_WA,CWHxm_WA/103,Dr,3,B2,
CWHxm_WA,CWHxm_WA/103,Qg,3,B2,added
CWHxm_WA,CWHxm_WA/103,Hw,3,B2,
CWHxm_WA,CWHxm_WA/103,Mb,3,B2,
CWHxm_WA,CWHxm_WA/113,Act,2,D6,
CWHxm_WA,CWHxm_WA/113,Bg,2,D6,3 to 2
CWHxm_WA,CWHxm_WA/113,Cw,1,D6,
CWHxm_WA,CWHxm_WA/113,Dr,2,D6,
CWHxm_WA,CWHxm_WA/113,Fd,1,D6,3 to 1
CWHxm_WA,CWHxm_WA/113,Hw,2,D6,
CWHxm_WA,CWHxm_WA/113,Mb,2,D6,
CWHxm_WA,CWHxm_WA/113,Og,2,D6,
CWHxm1,CWHxm1/01,Bg,3,C4,
CWHxm1,CWHxm1/01,Cw,2,C4,
CWHxm1,CWHxm1/01,Dr,2,C4,
CWHxm1,CWHxm1/01,Ep,3,C4,
CWHxm1,CWHxm1/01,Fd,1,C4,
CWHxm1,CWHxm1/01,Hw,2,C4,
CWHxm1,CWHxm1/01,Mb,2,C4,
CWHxm1,CWHxm1/01,Pw,3,C4,
CWHxm1,CWHxm1/01,Ra,2,C4,
CWHxm1,CWHxm1/03,Fd,1,B2,
CWHxm1,CWHxm1/03,Act,3,B2,
CWHxm1,CWHxm1/03,Cw,3,B2,
CWHxm1,CWHxm1/03,Dr,3,B2,
CWHxm1,CWHxm1/03,Ep,3,B2,
CWHxm1,CWHxm1/03,Hw,2,B2,
CWHxm1,CWHxm1/03,Mb,2,B2,
CWHxm1,CWHxm1/03,Pl,2,B2,
CWHxm1,CWHxm1/03,Ra,2,B2,
CWHxm1,CWHxm1/07,Act,2,D6,
CWHxm1,CWHxm1/07,Bg,1,D6,
CWHxm1,CWHxm1/07,Cw,1,D6,
CWHxm1,CWHxm1/07,Dr,2,D6,
CWHxm1,CWHxm1/07,Ep,3,D6,
CWHxm1,CWHxm1/07,Fd,1,D6,
CWHxm1,CWHxm1/07,Mb,2,D6,
CWHxm1,CWHxm1/07,Pw,2,D6,
CWHxm1,CWHxm1/07,Hw,2,D6,
CWHxm2,CWHxm2/01,Cw,2,C4,
CWHxm2,CWHxm2/01,Dr,2,C4,
CWHxm2,CWHxm2/01,Ep,3,C4,
CWHxm2,CWHxm2/01,Fd,1,C4,
CWHxm2,CWHxm2/01,Hw,1,C4,
CWHxm2,CWHxm2/01,Mb,2,C4,
CWHxm2,CWHxm2/01,Pw,3,C4,
CWHxm2,CWHxm2/01,Ra,2,C4,
CWHxm2,CWHxm2/03,Fd,1,B2,
CWHxm2,CWHxm2/03,Act,3,B2,
CWHxm2,CWHxm2/03,Cw,3,B2,
CWHxm2,CWHxm2/03,Dr,3,B2,
CWHxm2,CWHxm2/03,Ep,3,B2,
CWHxm2,CWHxm2/03,Hw,2,B2,
CWHxm2,CWHxm2/03,Mb,2,B2,
CWHxm2,CWHxm2/03,Pl,2,B2,
CWHxm2,CWHxm2/03,Ra,2,B2,
CWHxm2,CWHxm2/07,Act,2,D6,
CWHxm2,CWHxm2/07,Bg,2,D6,1 to 2
CWHxm2,CWHxm2/07,Cw,1,D6,
CWHxm2,CWHxm2/07,Dr,2,D6,
CWHxm2,CWHxm2/07,Ep,3,D6,
CWHxm2,CWHxm2/07,Fd,2,D6,
CWHxm2,CWHxm2/07,Hw,2,D6,
CWHxm2,CWHxm2/07,Mb,2,D6,
CWHxm2,CWHxm2/07,Pw,2,D6,
ESSFab,ESSFab/b,Pl,2,B2,
ESSFab,ESSFab/b,Sx,3,B2,
ESSFab,ESSFab/d,Bl,1,C4,
ESSFab,ESSFab/d,Pl,2,C4,
ESSFab,ESSFab/d,Sb,5,C4,
ESSFab,ESSFab/d,Sx,1,C4,
ESSFab,ESSFab/g,Bl,3,D6,
ESSFab,ESSFab/g,Pl,3,D6,
ESSFab,ESSFab/g,Sx,1,D6,
ESSFdc1,ESSFdc1/101,Bl,1,C4,
ESSFdc1,ESSFdc1/101,Pl,2,C4,
ESSFdc1,ESSFdc1/101,Sx,1,C4,
ESSFdc1,ESSFdc1/102,Bl,3,B2,
ESSFdc1,ESSFdc1/102,Pa,3,B2,
ESSFdc1,ESSFdc1/102,Pl,1,B2,
ESSFdc1,ESSFdc1/102,Sx,2,B2,
ESSFdc1,ESSFdc1/111,Bl,1,D6,
ESSFdc1,ESSFdc1/111,Sx,1,D6,
ESSFdc2,ESSFdc2/01,Bl,1,C4,
ESSFdc2,ESSFdc2/01,Lw,4,C4,
ESSFdc2,ESSFdc2/01,Pl,2,C4,
ESSFdc2,ESSFdc2/01,Sx,1,C4,
ESSFdc2,ESSFdc2/04,Fd,2,B2,
ESSFdc2,ESSFdc2/04,Bl,2,B2,
ESSFdc2,ESSFdc2/04,Pa,3,B2,
ESSFdc2,ESSFdc2/04,Pl,1,B2,
ESSFdc2,ESSFdc2/04,Sx,3,B2,
ESSFdc2,ESSFdc2/08,Bl,3,D6,
ESSFdc2,ESSFdc2/08,Pl,2,D6,
ESSFdc2,ESSFdc2/08,Sx,1,D6,
ESSFdc3,ESSFdc3/01,Bl,1,C4,
ESSFdc3,ESSFdc3/01,Pl,2,C4,
ESSFdc3,ESSFdc3/01,Sx,1,C4,
ESSFdc3,ESSFdc3/04,Fd,2,B2,
ESSFdc3,ESSFdc3/04,Bl,2,B2,
ESSFdc3,ESSFdc3/04,Pa,3,B2,
ESSFdc3,ESSFdc3/04,Pl,1,B2,
ESSFdc3,ESSFdc3/04,Sx,3,B2,
ESSFdc3,ESSFdc3/08,Bl,1,D6,
ESSFdc3,ESSFdc3/08,Sx,2,D6,
ESSFdcp,ESSFdcp/00,Bl,3,B2,
ESSFdcp,ESSFdcp/00,Bl,3,C4,
ESSFdcp,ESSFdcp/00,Bl,3,D6,
ESSFdcw,ESSFdcw/101,Bl,2,C4,
ESSFdcw,ESSFdcw/101,Sx,1,C4,
ESSFdcw,ESSFdcw/102,Bl,3,B2,
ESSFdcw,ESSFdcw/102,Pa,3,B2,
ESSFdcw,ESSFdcw/102,Pl,3,B2,
ESSFdcw,ESSFdcw/102,Sx,1,B2,
ESSFdcw,ESSFdcw/110,Bl,2,D6,
ESSFdcw,ESSFdcw/110,Sx,1,D6,
ESSFdh_WA,ESSFdh_WA/101,Ba,2,C4,
ESSFdh_WA,ESSFdh_WA/101,Bg,2,C4,
ESSFdh_WA,ESSFdh_WA/101,Bl,1,C4,
ESSFdh_WA,ESSFdh_WA/101,Fd,2,C4,
ESSFdh_WA,ESSFdh_WA/101,Hm,2,C4,
ESSFdh_WA,ESSFdh_WA/101,Pa,2,C4,
ESSFdh_WA,ESSFdh_WA/101,Pl,1,C4,
ESSFdh_WA,ESSFdh_WA/101,Pw,2,C4,
ESSFdh_WA,ESSFdh_WA/101,Sx,1,C4,
ESSFdh_WA,ESSFdh_WA/103,Fd,1,B2,
ESSFdh_WA,ESSFdh_WA/103,Bg,2,B2,
ESSFdh_WA,ESSFdh_WA/103,Bl,2,B2,
ESSFdh_WA,ESSFdh_WA/103,Lw,2,B2,
ESSFdh_WA,ESSFdh_WA/103,Pa,2,B2,
ESSFdh_WA,ESSFdh_WA/103,Pl,3,B2,
ESSFdh_WA,ESSFdh_WA/103,Sx,3,B2,
ESSFdh_WA,ESSFdh_WA/111,Ba,2,D6,
ESSFdh_WA,ESSFdh_WA/111,Bl,1,D6,
ESSFdh_WA,ESSFdh_WA/111,Sx,1,D6,
ESSFdk_MT,ESSFdk_MT/101,Bl,1,C4,
ESSFdk_MT,ESSFdk_MT/101,Fd,3,C4,
ESSFdk_MT,ESSFdk_MT/101,Pa,3,C4,
ESSFdk_MT,ESSFdk_MT/101,Pl,2,C4,
ESSFdk_MT,ESSFdk_MT/101,Sx,1,C4,
ESSFdk_MT,ESSFdk_MT/102,Fd,1,B2,
ESSFdk_MT,ESSFdk_MT/102,Bl,1,B2,
ESSFdk_MT,ESSFdk_MT/102,La,3,B2,
ESSFdk_MT,ESSFdk_MT/102,Pa,2,B2,
ESSFdk_MT,ESSFdk_MT/102,Pf,5,B2,
ESSFdk_MT,ESSFdk_MT/102,Pl,2,B2,
ESSFdk_MT,ESSFdk_MT/102,Sx,3,B2,
ESSFdk_MT,ESSFdk_MT/111,Act,2,D6,
ESSFdk_MT,ESSFdk_MT/111,Bl,1,D6,
ESSFdk_MT,ESSFdk_MT/111,Pl,3,D6,
ESSFdk_MT,ESSFdk_MT/111,Sx,3,D6,
ESSFdk1,ESSFdk1/101,Bl,1,C4,
ESSFdk1,ESSFdk1/101,Fd,3,C4,
ESSFdk1,ESSFdk1/101,Lw,3,C4,
ESSFdk1,ESSFdk1/101,Pl,2,C4,
ESSFdk1,ESSFdk1/101,Sx,1,C4,
ESSFdk1,ESSFdk1/103,Fd,2,B2,
ESSFdk1,ESSFdk1/103,Bl,3,B2,
ESSFdk1,ESSFdk1/103,Lw,3,B2,
ESSFdk1,ESSFdk1/103,Pa,3,B2,
ESSFdk1,ESSFdk1/103,Pl,1,B2,
ESSFdk1,ESSFdk1/103,Sx,2,B2,
ESSFdk1,ESSFdk1/111,Bl,2,D6,
ESSFdk1,ESSFdk1/111,Sx,2,D6,
ESSFdk2,ESSFdk2/101,Bl,1,C4,
ESSFdk2,ESSFdk2/101,Fd,3,C4,
ESSFdk2,ESSFdk2/101,Lw,4,C4,
ESSFdk2,ESSFdk2/101,Pa,3,C4,
ESSFdk2,ESSFdk2/101,Pl,2,C4,
ESSFdk2,ESSFdk2/101,Sx,1,C4,
ESSFdk2,ESSFdk2/103,Fd,2,B2,
ESSFdk2,ESSFdk2/103,Bl,3,B2,
ESSFdk2,ESSFdk2/103,Lw,4,B2,
ESSFdk2,ESSFdk2/103,Pa,3,B2,
ESSFdk2,ESSFdk2/103,Pl,1,B2,
ESSFdk2,ESSFdk2/103,Sx,2,B2,
ESSFdk2,ESSFdk2/112,Bl,2,D6,
ESSFdk2,ESSFdk2/112,Pl,3,D6,
ESSFdk2,ESSFdk2/112,Sx,2,D6,
ESSFdkp,ESSFdkp/00,Bl,3,B2,
ESSFdkp,ESSFdkp/00,Bl,3,C4,
ESSFdkp,ESSFdkp/00,Bl,3,D6,
ESSFdkp_MT,ESSFdkp_MT/00,Bl,3,B2,
ESSFdkp_MT,ESSFdkp_MT/00,Pa,3,B2,
ESSFdkp_MT,ESSFdkp_MT/00,Pl,3,B2,
ESSFdkp_MT,ESSFdkp_MT/00,Sx,3,B2,
ESSFdkp_MT,ESSFdkp_MT/00,Bl,3,C4,
ESSFdkp_MT,ESSFdkp_MT/00,Pa,3,C4,
ESSFdkp_MT,ESSFdkp_MT/00,Pl,3,C4,
ESSFdkp_MT,ESSFdkp_MT/00,Sx,3,C4,
ESSFdkp_MT,ESSFdkp_MT/00,Bl,3,D6,
ESSFdkp_MT,ESSFdkp_MT/00,Pa,3,D6,
ESSFdkp_MT,ESSFdkp_MT/00,Pl,3,D6,
ESSFdkp_MT,ESSFdkp_MT/00,Sx,3,D6,
ESSFdkw,ESSFdkw/101,Bl,2,C4,
ESSFdkw,ESSFdkw/101,Sx,2,C4,
ESSFdkw,ESSFdkw/103,Bl,2,B2,
ESSFdkw,ESSFdkw/103,La,3,B2,
ESSFdkw,ESSFdkw/103,Pa,2,B2,
ESSFdkw,ESSFdkw/103,Sx,2,B2,
ESSFdkw,ESSFdkw/110,Bl,2,D6,
ESSFdkw,ESSFdkw/110,Sx,2,D6,
ESSFdm_ID,ESSFdm_ID/101,Bl,1,C4,
ESSFdm_ID,ESSFdm_ID/101,Fd,3,C4,
ESSFdm_ID,ESSFdm_ID/101,Pa,2,C4,
ESSFdm_ID,ESSFdm_ID/101,Pl,1,C4,
ESSFdm_ID,ESSFdm_ID/101,Sx,1,C4,
ESSFdm_ID,ESSFdm_ID/103,Fd,2,B2,
ESSFdm_ID,ESSFdm_ID/103,Bl,1,B2,
ESSFdm_ID,ESSFdm_ID/103,Pa,2,B2,
ESSFdm_ID,ESSFdm_ID/103,Pl,1,B2,
ESSFdm_ID,ESSFdm_ID/103,Sx,3,B2,
ESSFdm_ID,ESSFdm_ID/111,Bl,1,D6,
ESSFdm_ID,ESSFdm_ID/111,Pa,5,D6,
ESSFdm_ID,ESSFdm_ID/111,Pl,2,D6,
ESSFdm_ID,ESSFdm_ID/111,Sx,1,D6,
ESSFdmp_ID,ESSFdmp_ID/00,Bl,3,B2,
ESSFdmp_ID,ESSFdmp_ID/00,La,3,B2,
ESSFdmp_ID,ESSFdmp_ID/00,Pa,3,B2,
ESSFdmp_ID,ESSFdmp_ID/00,Sx,3,B2,
ESSFdmp_ID,ESSFdmp_ID/00,X,5,B2,
ESSFdmp_ID,ESSFdmp_ID/00,Bl,3,C4,
ESSFdmp_ID,ESSFdmp_ID/00,La,3,C4,
ESSFdmp_ID,ESSFdmp_ID/00,Pa,3,C4,
ESSFdmp_ID,ESSFdmp_ID/00,Sx,3,C4,
ESSFdmp_ID,ESSFdmp_ID/00,X,5,C4,
ESSFdmp_ID,ESSFdmp_ID/00,Bl,3,D6,
ESSFdmp_ID,ESSFdmp_ID/00,La,3,D6,
ESSFdmp_ID,ESSFdmp_ID/00,Pa,3,D6,
ESSFdmp_ID,ESSFdmp_ID/00,Sx,3,D6,
ESSFdmp_ID,ESSFdmp_ID/00,X,5,D6,
ESSFdv1,ESSFdv1/01,Bl,1,C4,
ESSFdv1,ESSFdv1/01,Pa,2,C4,
ESSFdv1,ESSFdv1/01,Pl,1,C4,
ESSFdv1,ESSFdv1/01,Sx,1,C4,
ESSFdv1,ESSFdv1/03,Fd,2,B2,
ESSFdv1,ESSFdv1/03,Bl,2,B2,
ESSFdv1,ESSFdv1/03,Lw,4,B2,
ESSFdv1,ESSFdv1/03,Pa,2,B2,
ESSFdv1,ESSFdv1/03,Pl,1,B2,
ESSFdv1,ESSFdv1/03,Sx,3,B2,
ESSFdv1,ESSFdv1/05,Bl,1,D6,
ESSFdv1,ESSFdv1/05,Pa,2,D6,
ESSFdv1,ESSFdv1/05,Pl,2,D6,
ESSFdv1,ESSFdv1/05,Sx,1,D6,
ESSFdv2,ESSFdv2/01,Bl,1,C4,
ESSFdv2,ESSFdv2/01,Pa,2,C4,
ESSFdv2,ESSFdv2/01,Pl,1,C4,
ESSFdv2,ESSFdv2/01,Sx,1,C4,
ESSFdv2,ESSFdv2/03,Bl,2,B2,
ESSFdv2,ESSFdv2/03,Pa,2,B2,
ESSFdv2,ESSFdv2/03,Pl,1,B2,
ESSFdv2,ESSFdv2/03,Sx,3,B2,
ESSFdv2,ESSFdv2/05,Bl,1,D6,
ESSFdv2,ESSFdv2/05,Pa,2,D6,
ESSFdv2,ESSFdv2/05,Pl,2,D6,
ESSFdv2,ESSFdv2/05,Sx,1,D6,
ESSFdvp,ESSFdvp/00,Bl,3,B2,
ESSFdvp,ESSFdvp/00,Bl,3,C4,
ESSFdvp,ESSFdvp/00,Bl,3,D6,
ESSFdvw,ESSFdvw/01,Bl,2,C4,
ESSFdvw,ESSFdvw/01,Pa,2,C4,
ESSFdvw,ESSFdvw/01,Pl,3,C4,
ESSFdvw,ESSFdvw/01,Sx,2,C4,
ESSFdvw,ESSFdvw/03,Bl,3,B2,
ESSFdvw,ESSFdvw/03,Pa,2,B2,
ESSFdvw,ESSFdvw/03,Pl,2,B2,
ESSFdvw,ESSFdvw/03,Sx,3,B2,
ESSFdvw,ESSFdvw/05,Sx,2,D6,added
ESSFdvw,ESSFdvw/05,Bl,2,D6,added
ESSFmc,ESSFmc/01,Bl,1,C4,
ESSFmc,ESSFmc/01,Lw,4,C4,
ESSFmc,ESSFmc/01,Pl,2,C4,
ESSFmc,ESSFmc/01,Sx,1,C4,
ESSFmc,ESSFmc/03,Bl,2,B2,
ESSFmc,ESSFmc/03,Pl,3,B2,
ESSFmc,ESSFmc/03,Sx,2,B2,
ESSFmc,ESSFmc/07,Bl,1,D6,
ESSFmc,ESSFmc/07,Pl,3,D6,
ESSFmc,ESSFmc/07,Sx,1,D6,
ESSFmcp,ESSFmcp/00,Bl,3,B2,
ESSFmcp,ESSFmcp/00,Bl,3,C4,
ESSFmcp,ESSFmcp/00,Bl,3,D6,
ESSFmh,ESSFmh/101,Act,3,C4,
ESSFmh,ESSFmh/101,At,3,C4,
ESSFmh,ESSFmh/101,Bl,1,C4,
ESSFmh,ESSFmh/101,Cw,3,C4,
ESSFmh,ESSFmh/101,Fd,3,C4,
ESSFmh,ESSFmh/101,Hw,3,C4,
ESSFmh,ESSFmh/101,Lw,2,C4,
ESSFmh,ESSFmh/101,Pl,2,C4,
ESSFmh,ESSFmh/101,Pw,3,C4,
ESSFmh,ESSFmh/101,Sx,1,C4,
ESSFmh,ESSFmh/103,Fd,1,B2,
ESSFmh,ESSFmh/103,Bl,2,B2,
ESSFmh,ESSFmh/103,Cw,3,B2,
ESSFmh,ESSFmh/103,Lw,1,B2,
ESSFmh,ESSFmh/103,Pl,1,B2,
ESSFmh,ESSFmh/103,Pw,3,B2,
ESSFmh,ESSFmh/103,Sx,2,B2,
ESSFmh,ESSFmh/111,Act,3,D6,
ESSFmh,ESSFmh/111,Bl,1,D6,
ESSFmh,ESSFmh/111,Cw,2,D6,
ESSFmh,ESSFmh/111,Hw,2,D6,
ESSFmh,ESSFmh/111,Sx,1,D6,
ESSFmk,ESSFmk/01,Ba,3,C4,
ESSFmk,ESSFmk/01,Bl,1,C4,
ESSFmk,ESSFmk/01,Hm,2,C4,
ESSFmk,ESSFmk/01,Pl,2,C4,
ESSFmk,ESSFmk/01,Sx,1,C4,
ESSFmk,ESSFmk/02,Bl,3,B2,
ESSFmk,ESSFmk/02,Hm,3,B2,
ESSFmk,ESSFmk/02,Pa,3,B2,
ESSFmk,ESSFmk/02,Pl,3,B2,
ESSFmk,ESSFmk/02,Sx,2,B2,
ESSFmk,ESSFmk/05,Ba,3,D6,
ESSFmk,ESSFmk/05,Bl,2,D6,
ESSFmk,ESSFmk/05,Hm,2,D6,
ESSFmk,ESSFmk/05,Pl,3,D6,
